iter	Logloss
467	0.559327205
468	0.5590577424
469	0.5587299069
470	0.5584052503
471	0.5581354797
472	0.5578682323
473	0.5576179723
474	0.5574395657
475	0.5571163098
476	0.5568692585
477	0.5566613078
478	0.556414485
479	0.5560905635
480	0.5557665428
481	0.5555012127
482	0.5553215047
483	0.5551428397
484	0.5548780262
485	0.5546727578
486	0.5544267098
487	0.5541806022
488	0.554003348
489	0.5536819895
490	0.5534365078
491	0.5532599688
492	0.5529928307
493	0.552789698
494	0.5525721908
495	0.5523083409
496	0.5520650943
497	0.55186221
498	0.5515945256
499	0.5513792336
500	0.5511767268
501	0.550933073
502	0.550669531
503	0.5504068236
504	0.5500837465
505	0.5498216748
506	0.5496187409
507	0.5494166215
508	0.5492162009
509	0.5490012467
510	0.5486821234
511	0.5484695931
512	0.5482043326
513	0.5479917129
514	0.5477288067
515	0.5475279888
516	0.5472860038
517	0.5470730364
518	0.5467558602
519	0.5465814869
520	0.5462648471
521	0.5460905532
522	0.5458512306
523	0.5456362665
524	0.5453962982
525	0.5450818141
526	0.5448812048
527	0.5446209411
528	0.544447124
529	0.5441330771
530	0.5439211726
531	0.5436614652
532	0.5433479746
533	0.5431478222
534	0.5428307553
535	0.5425176819
536	0.5422038337
537	0.5420321226
538	0.5417931179
539	0.5415361226
540	0.5412781735
541	0.5410802563
542	0.5408436855
543	0.540646553
544	0.540449361
545	0.5401380658
546	0.5399399102
547	0.5396275123
548	0.5394295653
549	0.5392208795
550	0.5389834742
551	0.5386733711
552	0.5384765168
553	0.5381653706
554	0.5379685859
555	0.5377338628
556	0.5374990304
557	0.5372433464
558	0.5370463928
559	0.5367362797
560	0.5365036329
561	0.5363082389
562	0.5360529522
563	0.5358442565
564	0.5356504023
565	0.5353967945
566	0.5351618032
567	0.5349669456
568	0.5346578062
569	0.5344636937
570	0.5341552397
571	0.5339601636
572	0.5337078472
573	0.5335390866
574	0.5332873464
575	0.533081611
576	0.5327735345
577	0.532467097
578	0.5322140654
579	0.5319083532
580	0.53170228
581	0.5314970513
582	0.5311918159
583	0.5309401949
584	0.5306330522
585	0.5304403206
586	0.5302735567
587	0.5301086307
588	0.5298038026
589	0.5295725167
590	0.5293213626
591	0.5290170113
592	0.5288137396
593	0.5285822451
594	0.5283534726
595	0.5281864504
596	0.5280230343
597	0.5278166036
598	0.5275674661
599	0.5272643864
600	0.5270159841
601	0.5268255373
602	0.5265229344
603	0.5262734592
604	0.526072224
605	0.5257703463
606	0.5255813499
607	0.5252791047
608	0.5249776741
609	0.5247486333
610	0.5244495571
611	0.5242593586
612	0.5240119447
613	0.5238226354
614	0.5235232214
615	0.5232745906
616	0.5229768554
617	0.5226762692
618	0.5223764529
619	0.5221885194
620	0.5219626725
621	0.5217392445
622	0.5214390357
623	0.5212753514
624	0.5209759126
625	0.5207769026
626	0.5205908666
627	0.5202911993
628	0.5199939708
629	0.5196948598
630	0.5195091118
631	0.5192654481
632	0.518969655
633	0.5186729183
634	0.5184859037
635	0.518263037
636	0.5180747261
637	0.5178323487
638	0.517644912
639	0.5174487382
640	0.51722534
641	0.5170635233
642	0.5168200533
643	0.5166353484
644	0.5163918237
645	0.5160957972
646	0.5159114599
647	0.5157258362
648	0.5154323479
649	0.5152340134
650	0.5149401973
651	0.5147569627
652	0.5145611912
653	0.5143372913
654	0.5140440712
655	0.5138051013
656	0.5135828704
657	0.5132893374
658	0.5130501638
659	0.5128091474
660	0.5125171989
661	0.5122983009
662	0.5120053043
663	0.5118209769
664	0.5115321775
665	0.511348332
666	0.5111077875
667	0.5109502971
668	0.5106585423
669	0.5104771902
670	0.5102379819
671	0.5099469473
672	0.509656623
673	0.5094776452
674	0.5092561046
675	0.5090625485
676	0.5088249246
677	0.5085367511
678	0.5083781232
679	0.5082211743
680	0.5080056439
681	0.5077641159
682	0.5075848897
683	0.5073476384
684	0.5071138243
685	0.5068243245
686	0.5066448798
687	0.506408299
688	0.5062519064
689	0.5060343295
690	0.5057487736
691	0.5055321455
692	0.5053511212
693	0.5051972767
694	0.5049088945
695	0.5046744297
696	0.5044578662
697	0.5042797774
698	0.5040999502
699	0.5039218068
700	0.5036871831
701	0.5035295337
702	0.5032459001
703	0.5030110727
704	0.5028569698
705	0.5025713444
706	0.5022872686
707	0.5021321128
708	0.5019178341
709	0.5017033815
710	0.5014708589
711	0.5012381524
712	0.5010828326
713	0.5008948942
714	0.5006620884
715	0.5004864484
716	0.5003063877
717	0.5000752409
718	0.4998964171
719	0.4996633778
720	0.4994872063
721	0.4992549668
722	0.4989743431
723	0.4987427493
724	0.4985111852
725	0.4982295185
726	0.4979484528
727	0.4977735182
728	0.4976214369
729	0.4973393977
730	0.4971653769
731	0.4969756007
732	0.4968006263
733	0.4965182741
734	0.4963330676
735	0.4960532933
736	0.4958262891
737	0.4956511607
738	0.495419691
739	0.4952453276
740	0.4950156709
741	0.4948065579
742	0.4945940971
743	0.4943667352
744	0.4940880438
745	0.4938597679
746	0.493684262
747	0.4934767485
748	0.49324736
749	0.4930735926
750	0.4928478052
751	0.4926348329
752	0.4923600107
753	0.4921762298
754	0.4920916955
755	0.4918645422
756	0.4916383425
757	0.4914102654
758	0.4912383109
759	0.4910101642
760	0.4907356749
761	0.4905636559
762	0.4903547466
763	0.490184014
764	0.4899083773
765	0.4896317174
766	0.4894076437
767	0.4891325533
768	0.4889502327
769	0.4886760414
770	0.4885279338
771	0.4883563519
772	0.4880793442
773	0.4879108916
774	0.4877378692
775	0.4875685722
776	0.4872956177
777	0.4871473461
778	0.4869656861
779	0.4866925031
780	0.486467729
781	0.4862976919
782	0.4861175964
783	0.4858918091
784	0.4857117186
785	0.4855641574
786	0.4853830834
787	0.4851773481
788	0.4849548638
789	0.4846829325
790	0.4845148722
791	0.4843326658
792	0.4841631701
793	0.4839618703
794	0.4837383578
795	0.4834669431
796	0.4832986196
797	0.4831313193
798	0.4829083433
799	0.4827387134
800	0.4825711598
801	0.4824019025
802	0.4822221448
803	0.4820034057
804	0.4817323983
805	0.481553336
806	0.4813335886
807	0.4811655333
808	0.4809455574
809	0.4807424943
810	0.4805979977
811	0.480431959
812	0.4802633226
813	0.4800424327
814	0.4798745364
815	0.4797299008
816	0.479585285
817	0.4793180078
818	0.4791742017
819	0.4790062159
820	0.4788285991
821	0.4785620322
822	0.4784190257
823	0.4782160471
824	0.4779982318
825	0.4778327843
826	0.4776567022
827	0.4775135765
828	0.4774308403
829	0.4772138099
830	0.4770705551
831	0.4768025925
832	0.4766370207
833	0.476459826
834	0.4762972842
835	0.4760980358
836	0.475831603
837	0.4755677481
838	0.4753492773
839	0.4751353115
840	0.4749193937
841	0.4747197181
842	0.4745762597
843	0.4743129313
844	0.474098737
845	0.4738816917
846	0.4737165719
847	0.4734538694
848	0.473312964
849	0.4731379151
850	0.4730166346
851	0.472852245
852	0.472655346
853	0.4724433223
854	0.4721803317
855	0.4719805717
856	0.4718395521
857	0.4715789557
858	0.4713174254
859	0.4711222897
860	0.4709589531
861	0.4707833578
862	0.4706395318
863	0.4703804553
864	0.4701194018
865	0.4698601216
866	0.4696476658
867	0.4694863061
868	0.4692728519
869	0.4691115369
870	0.4689492136
871	0.4686888009
872	0.4684300522
873	0.4682685385
874	0.4680547516
875	0.4677966982
876	0.4675377756
877	0.4673662186
878	0.4672265202
879	0.4670666506
880	0.4669062148
881	0.4666452458
882	0.4664839357
883	0.4663459559
884	0.4662060191
885	0.465996325
886	0.4658573916
887	0.4656484475
888	0.4654553036
889	0.4651974688
890	0.465004017
891	0.4648657093
892	0.4646567106
893	0.4643995861
894	0.4641433358
895	0.4638885806
896	0.4637502879
897	0.4634919862
898	0.463334312
899	0.463196064
900	0.4630021205
901	0.4627943834
902	0.4625867556
903	0.4624230862
904	0.4621671091
905	0.46203128
906	0.4617770016
907	0.4615226438
908	0.4613625507
909	0.461108918
910	0.4608543267
911	0.4606863707
912	0.460530142
913	0.4603729149
914	0.4601182292
915	0.4599627902
916	0.4597080449
917	0.4595023543
918	0.4593671362
919	0.4591605216
920	0.4589063625
921	0.4586549252
922	0.4584499598
923	0.4582920521
924	0.458040307
925	0.4578352571
926	0.4576803694
927	0.4574905783
928	0.4572403928
929	0.4570719749
930	0.4568216999
931	0.4566667179
932	0.4564155142
933	0.4562495947
934	0.45600004
935	0.4557486773
936	0.4555914005
937	0.4554576228
938	0.4552694261
939	0.4550646742
940	0.4548617254
941	0.4546743979
942	0.4544262787
943	0.4541762918
944	0.4540432443
945	0.4538879146
946	0.4536856612
947	0.4535212417
948	0.4534368316
949	0.4532749951
950	0.4531182845
951	0.4528697083
952	0.4526707977
953	0.4524834355
954	0.4522974988
955	0.452110678
956	0.4519079725
957	0.4517529309
958	0.4515084873
959	0.4513752659
960	0.4511909783
961	0.4510280142
962	0.4508629839
963	0.4507091145
964	0.4504644473
965	0.4503114174
966	0.4501474549
967	0.4499869943
968	0.4497858137
969	0.4496243944
970	0.4494704256
971	0.4493070046
972	0.449144721
973	0.4489933352
974	0.448747466
975	0.4485977789
976	0.4483518253
977	0.4481668472
978	0.4480360101
979	0.4478370845
980	0.4476850679
981	0.4475318591
982	0.4473484854
983	0.4471986443
984	0.446955964
985	0.4467112521
986	0.4465605567
987	0.4463773519
988	0.4461800009
989	0.4460305721
990	0.4458463838
991	0.4456033607
992	0.4453592598
993	0.4452079187
994	0.4449682087
995	0.4448173692
996	0.4446571271
997	0.4444754024
998	0.4442356129
999	0.444075351
1000	0.4439131071
1001	0.4437545637
1002	0.4435154597
1003	0.4432719002
1004	0.4430928876
1005	0.4429426938
1006	0.4427025566
1007	0.442523092
1008	0.4422811419
1009	0.442039897
1010	0.4418809215
1011	0.4417019735
1012	0.441552485
1013	0.4413129091
1014	0.4411346018
1015	0.4408948918
1016	0.4407386283
1017	0.4404979597
1018	0.440259854
1019	0.4401311527
1020	0.4398938219
1021	0.4397460918
1022	0.4395078371
1023	0.4392677595
1024	0.4390320728
1025	0.4388739218
1026	0.4387157013
1027	0.438571314
1028	0.4383328259
1029	0.4382048498
1030	0.4380141844
1031	0.4378879368
1032	0.4377088795
1033	0.4374719163
1034	0.4373448143
1035	0.4371069521
1036	0.4369518111
1037	0.4367961089
1038	0.436601763
1039	0.436457182
1040	0.4363125215
1041	0.4361653378
1042	0.4359716475
1043	0.4358462493
1044	0.4356928815
1045	0.43556572
1046	0.4353754918
1047	0.4351845036
1048	0.4350562245
1049	0.4348224153
1050	0.4346776754
1051	0.4345337898
1052	0.4343876541
1053	0.4342630108
1054	0.4340290676
1055	0.4338378459
1056	0.4336921126
1057	0.4334579706
1058	0.4333135237
1059	0.4330801616
1060	0.4329948376
1061	0.4327605963
1062	0.4326166461
1063	0.4324743847
1064	0.4323486338
1065	0.4321160018
1066	0.4319634239
1067	0.4317718993
1068	0.4316304028
1069	0.4314416647
1070	0.4312982857
1071	0.43115366
1072	0.4309216589
1073	0.4306887935
1074	0.4305144697
1075	0.4302841375
1076	0.4300949921
1077	0.429922844
1078	0.4296906888
1079	0.4295683354
1080	0.4293791205
1081	0.4292098731
1082	0.4290569723
1083	0.4288675785
1084	0.428715537
1085	0.4284840971
1086	0.4282559405
1087	0.4281318337
1088	0.4279019684
1089	0.4277294626
1090	0.4276071489
1091	0.4274203231
1092	0.4272785485
1093	0.4270502478
1094	0.4269101371
1095	0.4267367919
1096	0.4265524248
1097	0.42642652
1098	0.4262868116
1099	0.4260584613
1100	0.4259182463
1101	0.4257749667
1102	0.4256348511
1103	0.4254947255
1104	0.4253246834
1105	0.4251854817
1106	0.4250339419
1107	0.4248851289
1108	0.4246997535
1109	0.42457817
1110	0.4244379948
1111	0.4242981325
1112	0.4240693301
1113	0.4239494354
1114	0.4237205982
1115	0.4235820969
1116	0.4234149406
1117	0.4232669075
1118	0.423125724
1119	0.4228985508
1120	0.4227513969
1121	0.4226288249
1122	0.4224049995
1123	0.4222201755
1124	0.4220816096
1125	0.4218568405
1126	0.4216294189
1127	0.4214625706
1128	0.4212358842
1129	0.4210118304
1130	0.4207886209
1131	0.4206473231
1132	0.4204250077
1133	0.4202553233
1134	0.4201200555
1135	0.4199804763
1136	0.4198434899
1137	0.4197234412
1138	0.4195841253
1139	0.4193614721
1140	0.4192245106
1141	0.4190866649
1142	0.4189400524
1143	0.4187581837
1144	0.4185328931
1145	0.418385009
1146	0.4182497362
1147	0.4181001733
1148	0.4178782701
1149	0.4176963617
1150	0.4175321857
1151	0.4174156189
1152	0.417294537
1153	0.4171576947
1154	0.4170210063
1155	0.4169016828
1156	0.4167575389
1157	0.4165774286
1158	0.416354393
1159	0.4162199795
1160	0.4159985632
1161	0.4158792396
1162	0.4157616744
1163	0.415596962
1164	0.4154321949
1165	0.415294985
1166	0.4151783188
1167	0.415045465
1168	0.4148789247
1169	0.4147132238
1170	0.4145794759
1171	0.4144600481
1172	0.414343367
1173	0.4142105927
1174	0.4140751113
1175	0.413937221
1176	0.4137182981
1177	0.4135533472
1178	0.4134186755
1179	0.413253804
1180	0.413076823
1181	0.4128585955
1182	0.4126798213
1183	0.4125451098
1184	0.4123818378
1185	0.4122199963
1186	0.4120766024
1187	0.4119418114
1188	0.4118079344
1189	0.4116929422
1190	0.4115559161
1191	0.4113382747
1192	0.41119575
1193	0.4110539357
1194	0.4109353671
1195	0.4107750058
1196	0.4106322775
1197	0.4105190188
1198	0.4104040762
1199	0.4102604836
1200	0.4100997696
1201	0.4098810305
1202	0.4097483456
1203	0.4095313648
1204	0.4093974233
1205	0.4092199753
1206	0.4090037594
1207	0.4087876081
1208	0.408645615
1209	0.4084311674
1210	0.4083152066
1211	0.4081741472
1212	0.4079587857
1213	0.4077985833
1214	0.4076818079
1215	0.4075086812
1216	0.4072930962
1217	0.4071626365
1218	0.407030195
1219	0.4069186797
1220	0.4068010102
1221	0.4066277593
1222	0.406414787
1223	0.4062398473
1224	0.4061100582
1225	0.4058943888
1226	0.4057367295
1227	0.4055200815
1228	0.4053796877
1229	0.405250291
1230	0.4050760816
1231	0.4048620214
1232	0.4047331214
1233	0.4046019365
1234	0.4043876926
1235	0.4041744371
1236	0.4039619267
1237	0.403748552
1238	0.4036195378
1239	0.4034070472
1240	0.4032491396
1241	0.4030773838
1242	0.4028647045
1243	0.4027357946
1244	0.4025622755
1245	0.4024243255
1246	0.4022663285
1247	0.4021537602
1248	0.4019826005
1249	0.4018437962
1250	0.4016336153
1251	0.4015039802
1252	0.4013922761
1253	0.4011821002
1254	0.4009692222
1255	0.4008016388
1256	0.400672555
1257	0.4005327523
1258	0.4003625711
1259	0.4002516021
1260	0.4000803133
1261	0.3999423434
1262	0.3997319837
1263	0.3996045341
1264	0.399494499
1265	0.3993381461
1266	0.3991294205
1267	0.3990176121
1268	0.3988088518
1269	0.3986000319
1270	0.3984314303
1271	0.3982950648
1272	0.3981264681
1273	0.3979981393
1274	0.397872438
1275	0.3977441341
1276	0.3975370079
1277	0.3973682622
1278	0.397232756
1279	0.3970631659
1280	0.3969365309
1281	0.3967292955
1282	0.3965210716
1283	0.3963954151
1284	0.3962401201
1285	0.3960861564
1286	0.3959769954
1287	0.3958686243
1288	0.3957419644
1289	0.3955720315
1290	0.3954057197
1291	0.395235002
1292	0.3951100608
1293	0.3949025075
1294	0.3947500388
1295	0.3946170261
1296	0.3944113404
1297	0.3942844967
1298	0.3940788408
1299	0.3938719928
1300	0.3937381059
1301	0.3936047355
1302	0.3934980283
1303	0.3933713833
1304	0.3931655387
1305	0.3930395941
1306	0.392914623
1307	0.3927908689
1308	0.3925840656
1309	0.3924322079
1310	0.3922991405
1311	0.3921353022
1312	0.3919292688
1313	0.3918051173
1314	0.3916985641
1315	0.3915654222
1316	0.3914310535
1317	0.3913077265
1318	0.3911422342
1319	0.3909368565
1320	0.3908037295
1321	0.3906536202
1322	0.3905285994
1323	0.3903652877
1324	0.3901625723
1325	0.3900392552
1326	0.3898744235
1327	0.3897421459
1328	0.3896188786
1329	0.389454931
1330	0.3893300742
1331	0.3892076065
1332	0.3890844087
1333	0.3889520566
1334	0.388789778
1335	0.3886566659
1336	0.3884914915
1337	0.3883690039
1338	0.3881687721
1339	0.3879665832
1340	0.3878600299
1341	0.3877369811
1342	0.3876144588
1343	0.3874911865
1344	0.3873437345
1345	0.3872204522
1346	0.3870551735
1347	0.386854743
1348	0.3867507974
1349	0.3865503073
1350	0.386350587
1351	0.3862266342
1352	0.386065051
1353	0.3859155724
1354	0.3857663472
1355	0.385646527
1356	0.3854976594
1357	0.3853377451
1358	0.3851380299
1359	0.3849926839
1360	0.3848301619
1361	0.3846693337
1362	0.38451913
1363	0.3844159345
1364	0.384218817
1365	0.3840198517
1366	0.3838981241
1367	0.3837361187
1368	0.3836163084
1369	0.3834198266
1370	0.3832705071
1371	0.3831646492
1372	0.3830391616
1373	0.3829166343
1374	0.3827193677
1375	0.3825984796
1376	0.3824538887
1377	0.3823334376
1378	0.3821342438
1379	0.3820310831
1380	0.3819278677
1381	0.3818079829
1382	0.3816789786
1383	0.3815343777
1384	0.3813752234
1385	0.3811786125
1386	0.3809836507
1387	0.3808637708
1388	0.3807166616
1389	0.3805902501
1390	0.3804887881
1391	0.380291303
1392	0.3801716218
1393	0.3800515731
1394	0.379934301
1395	0.3798312247
1396	0.379728963
1397	0.3796089292
1398	0.3795058777
1399	0.3793483227
1400	0.3791533013
1401	0.3789956669
1402	0.3788934449
1403	0.3787356764
1404	0.3786316166
1405	0.3785135051
1406	0.3783879528
1407	0.3782856564
1408	0.378089726
1409	0.3779717684
1410	0.3778453221
1411	0.3777189751
1412	0.3775759141
1413	0.3774495572
1414	0.3772927821
1415	0.3771923532
1416	0.3770726472
1417	0.3769721935
1418	0.3768709153
1419	0.3767527739
1420	0.3766091913
1421	0.3764166534
1422	0.3762983779
1423	0.3761819402
1424	0.3760631084
1425	0.3759636382
1426	0.3758076926
1427	0.3756624113
1428	0.3755459537
1429	0.3754212856
1430	0.3752800326
1431	0.375124981
1432	0.3750058909
1433	0.3748158067
1434	0.3746987929
1435	0.3745560994
1436	0.3744138777
1437	0.3742717355
1438	0.3741300007
1439	0.3740125398
1440	0.3738591621
1441	0.3737428685
1442	0.3736432244
1443	0.3735267619
1444	0.3733347803
1445	0.3731805185
1446	0.3729903549
1447	0.3728916446
1448	0.3727751722
1449	0.3726226985
1450	0.372506241
1451	0.3723891874
1452	0.372290497
1453	0.3721654067
1454	0.3720489293
1455	0.3719493548
1456	0.3717599511
1457	0.3716362019
1458	0.3715132127
1459	0.3713978926
1460	0.3712749581
1461	0.3711754332
1462	0.3710777611
1463	0.3708873888
1464	0.3706996044
1465	0.3705758055
1466	0.3704604109
1467	0.3702718168
1468	0.3701200237
1469	0.3699304859
1470	0.3698175152
1471	0.3696288019
1472	0.3694900771
1473	0.36937205
1474	0.3692228844
1475	0.3690832307
1476	0.3689331313
1477	0.368818452
1478	0.3686674684
1479	0.3684814473
1480	0.3683569531
1481	0.3681717118
1482	0.3680704832
1483	0.3679575523
1484	0.3678191205
1485	0.3677061349
1486	0.3675914258
1487	0.3674413512
1488	0.3673283656
1489	0.3671779235
1490	0.3670650075
1491	0.3669487586
1492	0.3668367118
1493	0.366685763
1494	0.3665736864
1495	0.3663864831
1496	0.3662661662
1497	0.3660824945
1498	0.3659612636
1499	0.3658482879
1500	0.365710636
1501	0.365597715
1502	0.3654848337
1503	0.3653354843
1504	0.365239655
1505	0.3650894413
1506	0.3649926831
1507	0.364880532
1508	0.3647685349
1509	0.3645847539
1510	0.3644644072
1511	0.3643151273
1512	0.3641684006
