iter	Passed	Remaining
584	281	1426
585	282	1426
586	282	1427
587	283	1427
588	283	1426
589	284	1425
590	284	1425
591	284	1424
592	285	1423
593	285	1422
594	286	1421
595	286	1421
596	287	1421
597	287	1421
598	288	1420
599	288	1419
600	289	1418
601	289	1418
602	289	1417
603	290	1416
604	290	1416
605	291	1415
606	291	1415
607	292	1414
608	292	1413
609	293	1412
610	293	1411
611	293	1411
612	294	1410
613	294	1410
614	295	1409
615	295	1408
616	296	1407
617	296	1406
618	296	1405
619	297	1405
620	297	1404
621	298	1403
622	298	1402
623	299	1402
624	299	1401
625	299	1400
626	300	1400
627	300	1399
628	301	1398
629	301	1397
630	302	1397
631	302	1396
632	302	1395
633	303	1394
634	303	1394
635	304	1394
636	304	1393
637	305	1393
638	305	1392
639	306	1392
640	306	1391
641	307	1392
642	307	1391
643	308	1391
644	308	1390
645	309	1389
646	309	1388
647	310	1388
648	310	1387
649	310	1387
650	311	1386
651	311	1385
652	312	1385
653	312	1384
654	313	1383
655	313	1382
656	313	1382
657	314	1381
658	314	1380
659	315	1379
660	315	1379
661	315	1378
662	316	1377
663	316	1377
664	317	1376
665	317	1376
666	318	1375
667	318	1375
668	319	1374
669	319	1374
670	320	1374
671	320	1373
672	320	1372
673	321	1371
674	321	1370
675	322	1370
676	322	1370
677	323	1369
678	323	1368
679	324	1368
680	324	1368
681	325	1367
682	325	1367
683	326	1366
684	326	1365
685	326	1364
686	327	1364
687	327	1363
688	328	1363
689	328	1362
690	329	1361
691	329	1361
692	330	1360
693	330	1360
694	331	1359
695	331	1359
696	331	1358
697	332	1357
698	332	1357
699	333	1357
700	333	1356
701	334	1357
702	334	1356
703	335	1355
704	336	1356
705	336	1355
706	336	1354
707	337	1354
708	337	1353
709	338	1352
710	338	1352
711	339	1351
712	339	1351
713	340	1351
714	340	1350
715	341	1350
716	341	1350
717	342	1349
718	342	1349
719	343	1348
720	343	1348
721	344	1347
722	344	1346
723	344	1346
724	345	1345
725	345	1344
726	346	1343
727	346	1343
728	347	1343
729	347	1342
730	348	1342
731	348	1342
732	349	1341
733	349	1340
734	349	1340
735	350	1339
736	350	1338
737	351	1338
738	351	1337
739	352	1336
740	352	1336
741	352	1335
742	353	1334
743	353	1334
744	354	1333
745	354	1332
746	355	1332
747	355	1331
748	355	1331
749	356	1330
750	356	1330
751	357	1329
752	357	1328
753	358	1327
754	358	1327
755	358	1326
756	359	1325
757	359	1325
758	360	1324
759	360	1324
760	361	1323
761	361	1323
762	362	1322
763	362	1322
764	362	1321
765	363	1320
766	363	1319
767	364	1319
768	364	1318
769	364	1317
770	365	1317
771	366	1317
772	366	1316
773	367	1316
774	367	1316
775	368	1316
776	368	1315
777	369	1315
778	369	1315
779	370	1314
780	370	1313
781	371	1313
782	371	1313
783	372	1312
784	372	1311
785	373	1312
786	373	1311
787	374	1311
788	374	1310
789	374	1309
790	375	1309
791	375	1308
792	376	1308
793	376	1308
794	377	1307
795	377	1306
796	378	1306
797	378	1306
798	379	1305
799	379	1305
800	380	1304
801	380	1304
802	381	1304
803	381	1303
804	382	1302
805	382	1302
806	382	1301
807	383	1301
808	383	1300
809	384	1300
810	385	1300
811	385	1300
812	385	1299
813	386	1298
814	386	1298
815	387	1298
816	388	1298
817	388	1297
818	389	1297
819	389	1297
820	390	1296
821	390	1296
822	391	1296
823	391	1295
824	392	1294
825	392	1294
826	393	1294
827	393	1294
828	394	1293
829	394	1292
830	395	1292
831	395	1291
832	395	1291
833	396	1291
834	397	1290
835	397	1290
836	397	1289
837	398	1288
838	398	1288
839	399	1287
840	399	1286
841	399	1286
842	400	1286
843	400	1285
844	401	1284
845	401	1284
846	402	1283
847	402	1282
848	403	1282
849	403	1282
850	404	1281
851	404	1281
852	405	1280
853	405	1279
854	405	1279
855	406	1278
856	406	1278
857	407	1277
858	407	1277
859	408	1276
860	408	1276
861	409	1275
862	409	1275
863	409	1274
864	410	1273
865	410	1272
866	411	1272
867	411	1271
868	411	1270
869	412	1270
870	412	1270
871	413	1269
872	413	1268
873	414	1268
874	414	1267
875	414	1266
876	415	1265
877	415	1265
878	416	1265
879	416	1264
880	417	1264
881	417	1263
882	418	1263
883	418	1263
884	419	1263
885	419	1262
886	420	1262
887	420	1262
888	421	1261
889	421	1260
890	422	1259
891	422	1260
892	423	1259
893	423	1258
894	424	1257
895	424	1257
896	425	1257
897	425	1256
898	425	1256
899	426	1255
900	426	1255
901	427	1254
902	427	1254
903	428	1253
904	428	1252
905	429	1252
906	429	1251
907	429	1251
908	430	1250
909	430	1250
910	431	1249
911	431	1248
912	432	1248
913	432	1248
914	433	1247
915	433	1247
916	434	1246
917	434	1245
918	435	1245
919	435	1245
920	435	1244
921	436	1243
922	436	1242
923	437	1242
924	437	1241
925	438	1241
926	438	1240
927	438	1240
928	439	1239
929	439	1239
930	440	1238
931	440	1237
932	441	1237
933	441	1236
934	441	1236
935	442	1235
936	442	1235
937	443	1234
938	443	1234
939	444	1233
940	444	1233
941	445	1232
942	445	1231
943	445	1231
944	446	1231
945	447	1230
946	447	1230
947	447	1229
948	448	1228
949	448	1228
950	449	1228
951	449	1227
952	450	1226
953	450	1226
954	451	1225
955	451	1225
956	451	1224
957	452	1224
958	452	1223
959	453	1223
960	453	1223
961	454	1222
962	455	1222
963	455	1222
964	455	1221
965	456	1220
966	456	1220
967	457	1220
968	457	1219
969	458	1219
970	459	1219
971	459	1218
972	460	1218
973	460	1218
974	461	1217
975	461	1217
976	461	1216
977	462	1215
978	462	1215
979	463	1214
980	463	1214
981	464	1214
982	464	1213
983	465	1212
984	465	1212
985	465	1211
986	466	1211
987	466	1210
988	467	1210
989	467	1209
990	468	1209
991	468	1208
992	468	1207
993	469	1207
994	469	1206
995	470	1205
996	470	1205
997	471	1205
998	471	1204
999	472	1204
1000	472	1203
1001	473	1203
1002	473	1202
1003	474	1202
1004	474	1201
1005	475	1201
1006	475	1200
1007	475	1199
1008	476	1199
1009	476	1198
1010	477	1198
1011	477	1197
1012	478	1197
1013	478	1196
1014	478	1195
1015	479	1195
1016	479	1194
1017	480	1194
1018	480	1193
1019	481	1193
1020	481	1192
1021	481	1192
1022	482	1191
1023	482	1190
1024	483	1190
1025	484	1192
1026	486	1194
1027	487	1194
1028	487	1194
1029	488	1195
1030	489	1195
1031	490	1196
1032	491	1196
1033	491	1196
1034	492	1196
1035	493	1196
1036	493	1196
1037	494	1196
1038	495	1196
1039	495	1196
1040	496	1196
1041	497	1196
1042	497	1196
1043	498	1197
1044	499	1196
1045	499	1196
1046	500	1196
1047	501	1196
1048	501	1196
1049	502	1195
1050	502	1195
1051	503	1195
1052	503	1195
1053	504	1195
1054	505	1194
1055	505	1194
1056	506	1193
1057	506	1193
1058	507	1193
1059	507	1192
1060	508	1192
1061	508	1191
1062	509	1191
1063	509	1191
1064	510	1191
1065	510	1190
1066	511	1190
1067	512	1190
1068	512	1190
1069	513	1189
1070	514	1189
1071	514	1189
1072	515	1189
1073	515	1188
1074	516	1188
1075	516	1187
1076	517	1187
1077	517	1186
1078	517	1186
1079	518	1186
1080	519	1185
1081	519	1185
1082	520	1184
1083	520	1184
1084	521	1184
1085	521	1183
1086	521	1182
1087	522	1182
1088	523	1181
1089	523	1181
1090	524	1181
1091	524	1181
1092	525	1181
1093	525	1180
1094	526	1180
1095	526	1179
1096	527	1179
1097	528	1179
1098	528	1179
1099	529	1179
1100	530	1179
1101	530	1178
1102	531	1178
1103	531	1178
1104	532	1178
1105	533	1178
1106	533	1177
1107	534	1177
1108	534	1177
1109	535	1177
1110	536	1176
1111	536	1176
1112	537	1176
1113	537	1175
1114	538	1175
1115	538	1174
1116	539	1174
1117	539	1174
1118	540	1174
1119	540	1173
1120	541	1173
1121	542	1173
1122	542	1172
1123	543	1172
1124	543	1172
1125	544	1171
1126	544	1170
1127	545	1170
1128	545	1169
1129	546	1169
1130	546	1168
1131	547	1168
1132	547	1167
1133	547	1167
1134	548	1167
1135	548	1166
1136	549	1166
1137	550	1166
1138	551	1166
1139	551	1165
1140	552	1165
1141	552	1165
1142	553	1165
1143	553	1164
1144	554	1164
1145	554	1163
1146	555	1163
1147	555	1162
1148	556	1162
1149	556	1162
1150	557	1161
1151	558	1162
1152	558	1161
1153	559	1161
1154	559	1161
1155	560	1161
1156	561	1161
1157	561	1160
1158	562	1159
1159	562	1159
1160	563	1158
1161	563	1158
1162	564	1158
1163	565	1158
1164	565	1157
1165	566	1157
1166	566	1157
1167	567	1157
1168	567	1156
1169	568	1156
1170	568	1155
1171	569	1155
1172	570	1156
1173	570	1155
1174	571	1155
1175	572	1154
1176	572	1154
1177	572	1153
1178	573	1153
1179	573	1152
1180	574	1152
1181	574	1151
1182	575	1151
1183	575	1150
1184	576	1150
1185	576	1149
1186	577	1149
1187	577	1148
1188	578	1148
1189	578	1148
1190	579	1147
1191	579	1147
1192	580	1146
1193	580	1146
1194	581	1146
1195	582	1145
1196	582	1145
1197	583	1145
1198	584	1145
1199	584	1144
1200	585	1144
1201	585	1143
1202	585	1143
1203	586	1142
1204	586	1142
1205	587	1141
1206	587	1140
1207	588	1140
1208	588	1139
1209	589	1139
1210	589	1139
1211	590	1138
1212	590	1138
1213	591	1137
1214	591	1137
1215	592	1136
1216	592	1136
1217	593	1135
1218	593	1135
1219	594	1134
1220	594	1134
1221	595	1134
1222	595	1133
1223	596	1133
1224	596	1132
1225	597	1131
1226	597	1131
1227	598	1131
1228	598	1130
1229	599	1130
1230	599	1129
1231	600	1129
1232	600	1128
1233	601	1128
1234	601	1127
1235	601	1127
1236	602	1126
1237	602	1125
1238	603	1125
1239	603	1124
1240	604	1124
1241	604	1123
1242	605	1122
1243	605	1122
1244	605	1121
1245	606	1121
1246	607	1121
1247	607	1121
1248	608	1120
1249	608	1120
1250	609	1119
1251	609	1119
1252	610	1119
1253	610	1118
1254	611	1118
1255	612	1118
1256	612	1117
1257	613	1117
1258	613	1117
1259	614	1117
1260	615	1116
1261	615	1116
1262	616	1115
1263	616	1115
1264	617	1115
1265	617	1114
1266	618	1113
1267	618	1113
1268	619	1113
1269	619	1112
1270	620	1111
1271	620	1111
1272	621	1111
1273	621	1110
1274	622	1110
1275	622	1110
1276	623	1109
1277	623	1108
1278	624	1108
1279	624	1107
1280	625	1107
1281	625	1107
1282	626	1106
1283	626	1105
1284	627	1105
1285	627	1104
1286	628	1104
1287	628	1104
1288	629	1103
1289	629	1102
1290	630	1102
1291	630	1102
1292	631	1101
1293	631	1100
1294	631	1100
1295	632	1100
1296	632	1099
1297	633	1098
1298	633	1098
1299	634	1097
1300	634	1096
1301	635	1096
1302	635	1096
1303	636	1095
1304	636	1094
1305	637	1094
1306	637	1094
1307	638	1094
1308	638	1093
1309	639	1093
1310	639	1092
1311	640	1092
1312	640	1091
1313	641	1091
1314	641	1090
1315	642	1090
1316	642	1090
1317	643	1089
1318	644	1089
1319	644	1088
1320	644	1088
1321	645	1087
1322	645	1087
1323	646	1086
1324	646	1086
1325	647	1086
1326	648	1085
1327	648	1085
1328	649	1084
1329	649	1084
1330	650	1084
1331	650	1083
1332	651	1083
1333	652	1083
1334	652	1082
1335	653	1082
1336	653	1082
1337	654	1081
1338	654	1081
1339	655	1080
1340	655	1080
1341	656	1080
1342	657	1079
1343	657	1079
1344	658	1079
1345	658	1078
1346	659	1078
1347	659	1077
1348	660	1077
1349	660	1076
1350	661	1076
1351	661	1075
1352	662	1075
1353	662	1074
1354	663	1074
1355	663	1073
1356	664	1073
1357	664	1072
1358	665	1072
1359	665	1071
1360	665	1071
1361	666	1070
1362	666	1070
1363	667	1070
1364	668	1069
1365	668	1069
1366	669	1068
1367	669	1068
1368	670	1067
1369	670	1067
1370	671	1066
1371	671	1066
1372	672	1066
1373	673	1066
1374	673	1065
1375	674	1064
1376	674	1064
1377	675	1064
1378	675	1063
1379	676	1063
1380	677	1063
1381	677	1063
1382	678	1062
1383	678	1062
1384	679	1061
1385	679	1060
1386	679	1060
1387	680	1059
1388	680	1059
1389	681	1058
1390	682	1058
1391	682	1058
1392	683	1057
1393	683	1057
1394	684	1056
1395	684	1056
1396	685	1056
1397	686	1056
1398	686	1055
1399	687	1055
1400	687	1054
1401	687	1053
1402	688	1053
1403	689	1053
1404	689	1053
1405	690	1052
1406	690	1052
1407	691	1051
1408	691	1051
1409	692	1050
1410	692	1050
1411	693	1050
1412	693	1049
1413	694	1049
1414	694	1048
1415	695	1048
1416	696	1047
1417	696	1047
1418	697	1047
1419	698	1047
1420	698	1046
1421	698	1045
1422	699	1045
1423	700	1045
1424	700	1044
1425	701	1044
1426	701	1043
1427	702	1043
1428	702	1042
1429	703	1042
1430	703	1041
1431	703	1041
1432	704	1040
1433	704	1040
1434	705	1039
1435	705	1039
1436	706	1038
1437	706	1037
1438	707	1037
1439	707	1036
1440	708	1036
1441	708	1035
1442	709	1035
1443	709	1034
1444	709	1034
1445	710	1033
1446	710	1032
1447	711	1032
1448	711	1032
1449	712	1031
1450	712	1031
1451	713	1030
1452	714	1030
1453	714	1030
1454	715	1030
1455	716	1029
1456	716	1029
1457	716	1028
1458	717	1028
1459	718	1027
1460	718	1027
1461	719	1027
1462	719	1026
1463	720	1025
1464	720	1025
1465	720	1024
1466	721	1024
1467	721	1023
1468	722	1022
1469	722	1022
1470	723	1021
1471	723	1021
1472	723	1020
1473	724	1020
1474	724	1019
1475	725	1019
1476	725	1018
1477	726	1018
1478	726	1017
1479	727	1016
1480	727	1016
1481	728	1015
1482	728	1015
1483	729	1015
1484	729	1014
1485	730	1014
1486	730	1013
1487	731	1013
1488	731	1012
1489	732	1012
1490	732	1011
1491	733	1011
1492	733	1010
1493	734	1010
1494	734	1009
1495	734	1008
1496	735	1008
1497	735	1007
1498	736	1007
1499	736	1007
1500	737	1006
1501	737	1006
1502	738	1005
1503	738	1005
1504	739	1004
1505	739	1004
1506	740	1003
1507	741	1003
1508	741	1002
1509	741	1002
1510	742	1001
1511	742	1001
1512	743	1000
1513	743	1000
1514	744	999
1515	744	998
1516	744	998
1517	745	997
1518	745	997
1519	746	996
1520	746	996
1521	747	995
1522	747	995
1523	748	994
1524	748	993
1525	749	993
1526	749	992
1527	749	992
1528	750	991
1529	750	991
1530	751	990
1531	751	990
1532	752	989
1533	752	989
1534	753	988
1535	753	988
1536	754	987
1537	754	987
1538	755	986
1539	755	986
1540	756	986
1541	756	985
1542	757	984
1543	757	984
1544	758	983
1545	758	983
1546	758	982
1547	759	982
1548	760	981
1549	760	981
1550	761	980
1551	761	980
1552	761	979
1553	762	979
1554	762	978
1555	763	978
1556	763	977
1557	764	977
1558	764	976
1559	765	976
1560	765	975
1561	766	974
1562	766	974
1563	766	973
1564	767	973
1565	767	972
1566	768	971
1567	768	971
1568	769	971
1569	769	970
1570	770	970
1571	770	969
1572	771	969
1573	771	968
1574	772	968
1575	772	967
1576	773	967
1577	773	966
1578	773	965
1579	774	965
1580	774	964
1581	775	964
1582	775	963
1583	776	963
1584	776	962
1585	777	962
1586	777	961
1587	778	961
1588	778	960
1589	778	960
1590	779	959
1591	779	959
1592	780	958
1593	780	957
1594	781	957
1595	781	956
1596	782	956
1597	782	956
1598	783	955
1599	783	955
1600	784	954
1601	784	953
1602	784	953
1603	785	952
1604	786	952
1605	786	952
1606	787	951
1607	787	950
1608	787	950
1609	788	949
1610	788	949
1611	789	948
1612	789	948
1613	790	947
1614	790	947
1615	791	946
1616	791	946
1617	792	945
1618	792	945
1619	793	944
1620	793	944
1621	794	943
1622	794	943
1623	795	943
1624	795	942
1625	796	941
1626	796	941
1627	797	940
1628	797	940
1629	798	939
1630	798	939
1631	799	939
1632	799	938
1633	800	938
1634	800	937
1635	801	937
1636	801	936
1637	802	936
1638	802	935
1639	803	935
1640	803	934
1641	804	934
1642	804	934
1643	805	933
1644	805	932
1645	806	932
1646	806	931
1647	807	931
1648	807	930
1649	808	930
1650	808	930
1651	809	929
1652	809	929
1653	810	928
1654	810	928
1655	811	927
1656	811	927
1657	812	927
1658	812	926
1659	813	926
1660	814	925
1661	814	925
1662	815	924
1663	815	924
1664	815	923
1665	816	923
1666	816	922
1667	817	922
1668	817	921
1669	818	921
1670	818	920
1671	819	920
1672	819	919
1673	820	919
1674	820	918
1675	820	917
1676	821	917
1677	821	916
1678	822	916
1679	822	915
1680	822	915
1681	823	914
1682	823	913
1683	824	913
1684	824	912
1685	825	912
1686	825	911
1687	826	911
1688	826	910
1689	826	910
1690	827	909
1691	827	908
1692	828	908
1693	828	907
1694	829	907
1695	829	906
1696	830	906
1697	830	905
1698	830	905
1699	831	904
1700	831	904
1701	832	903
1702	832	903
1703	833	902
1704	833	902
1705	834	901
1706	835	901
1707	835	900
1708	835	900
1709	836	899
1710	836	899
1711	837	899
1712	838	898
1713	838	898
1714	839	897
1715	839	897
1716	839	896
1717	840	896
1718	841	895
1719	841	895
1720	841	894
1721	842	894
1722	843	894
1723	843	893
1724	844	892
1725	844	892
1726	844	891
1727	845	891
1728	845	891
1729	846	890
1730	846	889
1731	847	889
1732	847	888
1733	848	888
1734	848	887
1735	849	887
1736	849	886
1737	850	886
1738	850	885
1739	851	885
1740	851	884
1741	852	884
1742	852	884
1743	853	883
1744	853	882
1745	854	882
1746	854	882
1747	855	881
1748	855	881
1749	856	880
1750	857	880
1751	858	880
1752	859	880
1753	859	880
1754	860	880
1755	861	880
1756	862	880
1757	863	879
1758	863	879
1759	864	879
1760	865	878
1761	865	878
1762	866	878
1763	867	877
1764	867	877
1765	867	876
1766	868	876
1767	868	875
1768	869	875
1769	869	874
1770	870	874
1771	871	874
1772	871	873
1773	872	873
1774	872	872
1775	873	872
1776	873	871
1777	874	871
1778	874	870
1779	874	870
1780	875	869
1781	876	869
1782	876	868
1783	877	868
1784	877	867
1785	878	867
1786	878	866
1787	878	866
1788	879	865
1789	879	864
1790	880	864
1791	880	864
1792	881	863
1793	881	863
1794	882	862
1795	882	862
1796	883	861
1797	883	861
1798	884	860
1799	884	860
1800	885	859
1801	886	859
1802	886	858
1803	887	858
1804	887	857
1805	887	857
1806	888	856
1807	888	856
1808	889	856
1809	890	855
1810	890	855
1811	891	855
1812	892	854
1813	893	854
1814	893	854
1815	894	853
1816	894	853
1817	894	852
1818	895	852
1819	895	851
1820	896	851
1821	897	850
1822	897	850
1823	898	849
1824	898	849
1825	899	848
1826	899	848
1827	900	848
1828	900	847
1829	901	847
1830	901	846
1831	902	846
1832	902	845
1833	903	845
1834	904	844
1835	904	844
1836	904	843
1837	905	843
1838	906	842
1839	906	842
1840	906	841
1841	907	841
1842	907	840
1843	908	840
1844	908	839
1845	909	839
1846	909	838
1847	910	838
1848	910	837
1849	911	837
1850	911	836
1851	911	836
1852	912	835
1853	912	834
1854	913	834
1855	913	833
1856	914	833
1857	914	832
1858	914	832
1859	915	831
1860	916	831
1861	916	830
1862	917	830
1863	917	829
1864	918	829
1865	918	829
1866	919	828
1867	919	828
1868	920	827
1869	920	827
1870	921	826
1871	921	826
1872	922	825
1873	922	825
1874	923	824
1875	923	824
1876	924	823
1877	924	823
1878	924	822
1879	925	821
1880	925	821
1881	926	820
1882	926	820
1883	927	819
1884	927	819
1885	927	818
1886	928	818
1887	928	817
1888	929	817
1889	929	816
1890	930	815
1891	930	815
1892	931	815
1893	931	814
1894	932	814
1895	932	813
1896	932	812
1897	933	812
1898	933	811
1899	934	811
1900	934	810
1901	935	810
1902	935	809
1903	936	809
1904	936	808
1905	937	808
1906	937	808
1907	938	807
1908	938	807
1909	939	806
1910	939	805
1911	940	805
1912	940	804
1913	941	804
1914	941	804
1915	942	803
1916	942	803
1917	943	802
1918	943	801
1919	944	801
1920	944	801
1921	945	800
1922	945	800
