iter	Passed	Remaining
1923	946	799
1924	946	799
1925	947	798
1926	947	798
1927	948	797
1928	948	797
1929	949	796
1930	949	796
1931	950	795
1932	950	795
1933	951	794
1934	951	794
1935	952	793
1936	952	793
1937	952	792
1938	953	792
1939	953	791
1940	954	791
1941	954	790
1942	955	790
1943	955	789
1944	956	788
1945	956	788
1946	957	787
1947	957	787
1948	957	786
1949	958	786
1950	958	785
1951	959	785
1952	959	784
1953	960	784
1954	960	783
1955	961	783
1956	961	782
1957	962	782
1958	962	782
1959	963	781
1960	964	781
1961	964	780
1962	965	780
1963	965	779
1964	966	779
1965	966	778
1966	967	778
1967	967	777
1968	967	777
1969	968	776
1970	968	776
1971	969	775
1972	969	775
1973	970	774
1974	970	774
1975	971	773
1976	971	773
1977	972	772
1978	972	772
1979	973	771
1980	973	771
1981	974	770
1982	974	770
1983	975	769
1984	975	769
1985	976	768
1986	976	768
1987	977	767
1988	977	767
1989	978	766
1990	978	766
1991	978	765
1992	979	765
1993	979	764
1994	980	764
1995	980	763
1996	981	763
1997	981	762
1998	982	762
1999	982	761
2000	983	761
2001	983	760
2002	984	760
2003	985	759
2004	985	759
2005	985	758
2006	986	758
2007	986	757
2008	987	757
2009	987	756
2010	988	756
2011	988	755
2012	989	755
2013	989	754
2014	990	754
2015	990	753
2016	991	753
2017	991	752
2018	992	752
2019	992	751
2020	992	751
2021	993	750
2022	993	750
2023	994	749
2024	994	749
2025	995	748
2026	995	747
2027	995	747
2028	996	746
2029	996	746
2030	997	745
2031	997	745
2032	998	744
2033	998	744
2034	999	743
2035	999	743
2036	1000	742
2037	1000	742
2038	1001	741
2039	1001	741
2040	1002	740
2041	1002	740
2042	1002	739
2043	1003	739
2044	1003	738
2045	1004	738
2046	1004	737
2047	1005	737
2048	1005	736
2049	1006	736
2050	1007	736
2051	1007	735
2052	1007	734
2053	1008	734
2054	1009	734
2055	1009	733
2056	1010	733
2057	1010	732
2058	1010	732
2059	1011	731
2060	1012	731
2061	1012	730
2062	1012	730
2063	1013	729
2064	1014	729
2065	1014	728
2066	1015	728
2067	1015	727
2068	1015	727
2069	1016	726
2070	1016	726
2071	1017	725
2072	1017	725
2073	1017	724
2074	1018	724
2075	1018	723
2076	1019	723
2077	1020	722
2078	1020	722
2079	1021	721
2080	1021	721
2081	1022	720
2082	1022	720
2083	1022	719
2084	1023	719
2085	1023	718
2086	1024	718
2087	1024	717
2088	1025	716
2089	1025	716
2090	1026	715
2091	1026	715
2092	1027	714
2093	1027	714
2094	1028	713
2095	1028	713
2096	1028	712
2097	1029	712
2098	1029	711
2099	1030	711
2100	1030	710
2101	1031	710
2102	1031	709
2103	1032	709
2104	1032	708
2105	1033	708
2106	1033	707
2107	1033	707
2108	1034	706
2109	1034	706
2110	1035	705
2111	1036	705
2112	1036	705
2113	1037	704
2114	1038	704
2115	1038	703
2116	1038	703
2117	1039	702
2118	1039	702
2119	1040	701
2120	1041	701
2121	1041	701
2122	1042	700
2123	1042	700
2124	1043	699
2125	1043	699
2126	1044	698
2127	1044	698
2128	1045	697
2129	1045	697
2130	1046	696
2131	1046	696
2132	1047	695
2133	1047	695
2134	1048	694
2135	1048	694
2136	1049	693
2137	1049	693
2138	1050	692
2139	1050	692
2140	1050	691
2141	1051	691
2142	1052	690
2143	1052	690
2144	1053	689
2145	1053	689
2146	1053	688
2147	1054	688
2148	1055	688
2149	1055	687
2150	1056	687
2151	1057	686
2152	1057	686
2153	1058	685
2154	1058	685
2155	1059	684
2156	1060	684
2157	1060	684
2158	1061	683
2159	1062	683
2160	1062	683
2161	1063	682
2162	1063	682
2163	1064	681
2164	1064	681
2165	1065	680
2166	1065	680
2167	1065	679
2168	1066	678
2169	1066	678
2170	1067	677
2171	1067	677
2172	1068	676
2173	1068	676
2174	1069	676
2175	1069	675
2176	1070	675
2177	1070	674
2178	1071	674
2179	1072	673
2180	1072	673
2181	1073	672
2182	1073	672
2183	1074	671
2184	1074	671
2185	1075	670
2186	1075	670
2187	1076	669
2188	1076	669
2189	1077	669
2190	1078	668
2191	1078	668
2192	1078	667
2193	1079	667
2194	1080	666
2195	1080	666
2196	1081	665
2197	1081	665
2198	1082	664
2199	1082	664
2200	1083	664
2201	1084	663
2202	1084	663
2203	1085	662
2204	1085	662
2205	1086	661
2206	1086	661
2207	1087	660
2208	1088	660
2209	1088	659
2210	1088	659
2211	1089	659
2212	1090	658
2213	1090	658
2214	1091	657
2215	1091	657
2216	1092	656
2217	1092	656
2218	1092	655
2219	1093	655
2220	1094	654
2221	1094	654
2222	1095	653
2223	1095	653
2224	1096	652
2225	1096	652
2226	1097	651
2227	1097	651
2228	1098	650
2229	1099	650
2230	1099	650
2231	1100	649
2232	1100	649
2233	1101	648
2234	1101	648
2235	1102	647
2236	1102	647
2237	1103	646
2238	1103	646
2239	1104	645
2240	1104	645
2241	1105	644
2242	1105	644
2243	1106	643
2244	1106	643
2245	1107	642
2246	1107	642
2247	1108	641
2248	1108	641
2249	1108	640
2250	1109	640
2251	1109	639
2252	1110	639
2253	1111	638
2254	1111	638
2255	1112	637
2256	1112	637
2257	1113	637
2258	1113	636
2259	1114	636
2260	1115	635
2261	1115	635
2262	1116	634
2263	1116	634
2264	1117	633
2265	1117	633
2266	1118	632
2267	1118	632
2268	1119	631
2269	1119	631
2270	1120	630
2271	1120	630
2272	1121	629
2273	1121	629
2274	1122	628
2275	1122	628
2276	1123	628
2277	1124	627
2278	1124	627
2279	1124	626
2280	1125	626
2281	1125	625
2282	1126	625
2283	1127	624
2284	1127	624
2285	1127	623
2286	1128	623
2287	1129	622
2288	1129	622
2289	1130	621
2290	1130	621
2291	1131	620
2292	1131	620
2293	1132	619
2294	1132	619
2295	1133	618
2296	1133	618
2297	1134	617
2298	1134	617
2299	1134	616
2300	1135	616
2301	1135	615
2302	1136	615
2303	1136	614
2304	1137	614
2305	1137	613
2306	1138	613
2307	1138	612
2308	1139	612
2309	1139	611
2310	1139	611
2311	1140	610
2312	1140	610
2313	1141	609
2314	1141	609
2315	1142	608
2316	1142	608
2317	1143	607
2318	1143	607
2319	1144	606
2320	1144	606
2321	1145	605
2322	1145	605
2323	1146	604
2324	1146	604
2325	1147	603
2326	1147	603
2327	1148	602
2328	1148	602
2329	1149	601
2330	1150	601
2331	1150	601
2332	1151	600
2333	1151	600
2334	1152	599
2335	1153	599
2336	1153	598
2337	1154	598
2338	1154	597
2339	1154	597
2340	1155	596
2341	1155	596
2342	1156	595
2343	1157	595
2344	1157	594
2345	1158	594
2346	1158	593
2347	1158	593
2348	1159	592
2349	1159	592
2350	1160	591
2351	1160	591
2352	1161	590
2353	1161	590
2354	1162	589
2355	1162	589
2356	1163	588
2357	1163	588
2358	1164	587
2359	1164	587
2360	1164	586
2361	1165	586
2362	1166	585
2363	1166	585
2364	1167	584
2365	1168	584
2366	1168	584
2367	1169	583
2368	1169	583
2369	1170	582
2370	1170	582
2371	1171	581
2372	1171	581
2373	1172	580
2374	1172	580
2375	1173	579
2376	1173	579
2377	1174	578
2378	1174	578
2379	1175	577
2380	1175	577
2381	1176	576
2382	1176	576
2383	1176	575
2384	1177	575
2385	1177	574
2386	1178	574
2387	1178	573
2388	1179	573
2389	1180	572
2390	1180	572
2391	1181	571
2392	1181	571
2393	1182	570
2394	1182	570
2395	1183	569
2396	1183	569
2397	1184	568
2398	1184	568
2399	1185	567
2400	1185	567
2401	1186	566
2402	1186	566
2403	1187	565
2404	1187	565
2405	1188	564
2406	1188	564
2407	1188	563
2408	1189	563
2409	1189	562
2410	1190	562
2411	1190	561
2412	1191	561
2413	1191	560
2414	1192	560
2415	1192	559
2416	1193	559
2417	1194	559
2418	1195	558
2419	1195	558
2420	1196	557
2421	1196	557
2422	1197	556
2423	1197	556
2424	1198	555
2425	1199	555
2426	1199	555
2427	1200	554
2428	1200	554
2429	1201	553
2430	1201	553
2431	1202	552
2432	1202	552
2433	1203	551
2434	1203	551
2435	1203	550
2436	1204	550
2437	1204	549
2438	1205	549
2439	1205	548
2440	1206	548
2441	1206	547
2442	1207	547
2443	1207	546
2444	1208	546
2445	1209	545
2446	1209	545
2447	1210	544
2448	1210	544
2449	1211	544
2450	1212	543
2451	1212	543
2452	1213	542
2453	1213	542
2454	1214	541
2455	1214	541
2456	1215	540
2457	1216	540
2458	1216	539
2459	1217	539
2460	1217	538
2461	1218	538
2462	1218	537
2463	1219	537
2464	1220	537
2465	1220	536
2466	1220	535
2467	1221	535
2468	1221	534
2469	1222	534
2470	1222	533
2471	1223	533
2472	1224	533
2473	1224	532
2474	1225	532
2475	1225	531
2476	1225	531
2477	1226	530
2478	1226	530
2479	1227	529
2480	1228	529
2481	1228	528
2482	1228	528
2483	1229	527
2484	1229	527
2485	1230	526
2486	1231	526
2487	1231	525
2488	1232	525
2489	1232	524
2490	1232	524
2491	1233	523
2492	1233	523
2493	1234	522
2494	1234	522
2495	1235	521
2496	1235	521
2497	1236	520
2498	1236	520
2499	1237	519
2500	1237	519
2501	1238	518
2502	1238	518
2503	1239	517
2504	1239	517
2505	1240	516
2506	1240	516
2507	1241	515
2508	1241	515
2509	1241	514
2510	1242	514
2511	1242	513
2512	1243	513
2513	1243	512
2514	1244	512
2515	1244	511
2516	1245	511
2517	1245	510
2518	1246	510
2519	1246	509
2520	1247	509
2521	1247	508
2522	1248	508
2523	1248	507
2524	1248	507
2525	1249	506
2526	1249	506
2527	1250	505
2528	1250	504
2529	1251	504
2530	1251	503
2531	1252	503
2532	1252	502
2533	1253	502
2534	1253	501
2535	1254	501
2536	1254	500
2537	1255	500
2538	1255	499
2539	1255	499
2540	1256	498
2541	1256	498
2542	1257	497
2543	1257	497
2544	1258	496
2545	1258	496
2546	1259	495
2547	1260	495
2548	1260	495
2549	1261	494
2550	1262	494
2551	1262	493
2552	1262	493
2553	1263	492
2554	1263	492
2555	1264	491
2556	1264	491
2557	1265	490
2558	1265	490
2559	1266	489
2560	1266	489
2561	1267	488
2562	1267	488
2563	1268	487
2564	1268	487
2565	1269	486
2566	1269	486
2567	1269	485
2568	1270	485
2569	1271	484
2570	1271	484
2571	1272	483
2572	1272	483
2573	1272	482
2574	1273	482
2575	1274	481
2576	1274	481
2577	1274	480
2578	1275	480
2579	1275	479
2580	1276	479
2581	1276	478
2582	1277	478
2583	1277	477
2584	1278	477
2585	1278	476
2586	1279	476
2587	1279	475
2588	1280	475
2589	1280	474
2590	1281	474
2591	1281	473
2592	1281	473
2593	1282	472
2594	1282	472
2595	1283	471
2596	1283	471
2597	1284	470
2598	1284	470
2599	1285	469
2600	1285	468
2601	1285	468
2602	1286	467
2603	1286	467
2604	1286	466
2605	1287	466
2606	1288	465
2607	1288	465
2608	1289	464
2609	1289	464
2610	1289	463
2611	1290	463
2612	1290	462
2613	1291	462
2614	1291	461
2615	1292	461
2616	1292	460
2617	1293	460
2618	1293	459
2619	1294	459
2620	1294	458
2621	1295	458
2622	1295	457
2623	1295	457
2624	1296	456
2625	1297	456
2626	1297	455
2627	1298	455
2628	1298	455
2629	1299	454
2630	1299	453
2631	1300	453
2632	1300	452
2633	1300	452
2634	1301	451
2635	1301	451
2636	1302	450
2637	1302	450
2638	1303	449
2639	1303	449
2640	1303	448
2641	1304	448
2642	1304	447
2643	1305	447
2644	1305	446
2645	1306	446
2646	1306	445
2647	1306	445
2648	1307	444
2649	1307	444
2650	1308	443
2651	1308	443
2652	1309	442
2653	1309	442
2654	1310	441
2655	1310	441
2656	1310	440
2657	1311	440
2658	1311	439
2659	1312	439
2660	1312	438
2661	1312	437
2662	1313	437
2663	1313	436
2664	1314	436
2665	1314	435
2666	1315	435
2667	1315	434
2668	1316	434
2669	1316	433
2670	1317	433
2671	1317	433
2672	1318	432
2673	1318	432
2674	1319	431
2675	1319	431
2676	1320	430
2677	1320	429
2678	1321	429
2679	1321	428
2680	1321	428
2681	1322	428
2682	1322	427
2683	1323	426
2684	1323	426
2685	1324	425
2686	1324	425
2687	1324	424
2688	1325	424
2689	1325	423
2690	1326	423
2691	1327	422
2692	1327	422
2693	1328	421
2694	1328	421
2695	1328	420
2696	1329	420
2697	1329	419
2698	1330	419
2699	1330	419
2700	1331	418
2701	1332	418
2702	1332	417
2703	1332	417
2704	1333	416
2705	1333	416
2706	1334	415
2707	1334	414
2708	1335	414
2709	1335	414
2710	1336	413
2711	1337	413
2712	1337	412
2713	1337	412
2714	1338	411
2715	1338	411
2716	1339	410
2717	1339	410
2718	1340	409
2719	1340	409
2720	1341	408
2721	1342	408
2722	1342	407
2723	1342	407
2724	1343	406
2725	1343	406
2726	1344	405
2727	1345	405
2728	1345	404
2729	1346	404
2730	1346	403
2731	1347	403
2732	1347	402
2733	1348	402
2734	1348	401
2735	1349	401
2736	1349	400
2737	1350	400
2738	1350	399
2739	1350	399
2740	1351	398
2741	1351	398
2742	1352	397
2743	1352	397
2744	1352	396
2745	1353	396
2746	1353	395
2747	1354	395
2748	1354	394
2749	1355	394
2750	1355	393
2751	1356	393
2752	1356	392
2753	1356	392
2754	1357	391
2755	1357	391
2756	1358	390
2757	1358	390
2758	1359	389
2759	1359	389
2760	1360	388
2761	1360	388
2762	1360	387
2763	1361	387
2764	1361	386
2765	1362	386
2766	1363	385
2767	1363	385
2768	1364	384
2769	1364	384
2770	1364	383
2771	1365	383
2772	1365	382
2773	1366	382
2774	1366	381
2775	1367	381
2776	1367	380
2777	1367	380
2778	1369	379
2779	1370	379
2780	1370	378
2781	1371	378
2782	1372	378
2783	1372	377
2784	1373	377
2785	1373	376
2786	1374	376
2787	1375	375
2788	1375	375
2789	1375	374
2790	1376	374
2791	1377	373
2792	1377	373
2793	1378	372
2794	1378	372
2795	1379	371
2796	1380	371
2797	1380	371
2798	1381	370
2799	1381	370
2800	1382	369
2801	1382	369
2802	1383	368
2803	1384	368
2804	1384	367
2805	1385	367
2806	1385	366
2807	1386	366
2808	1387	365
2809	1387	365
2810	1387	364
2811	1388	364
2812	1389	363
2813	1389	363
2814	1390	362
2815	1390	362
2816	1391	361
2817	1391	361
2818	1391	360
2819	1392	360
2820	1392	359
2821	1393	359
2822	1393	358
2823	1394	358
2824	1394	358
2825	1395	357
2826	1396	357
2827	1396	356
2828	1396	356
2829	1397	355
2830	1397	355
2831	1398	354
2832	1398	354
2833	1399	353
2834	1399	353
2835	1400	352
2836	1400	352
2837	1401	351
2838	1401	351
2839	1402	350
2840	1403	350
2841	1403	349
2842	1404	349
2843	1404	348
2844	1404	348
2845	1405	347
2846	1405	347
2847	1406	346
2848	1406	346
2849	1407	345
2850	1407	345
2851	1408	344
2852	1408	344
2853	1408	343
2854	1409	343
2855	1409	342
2856	1410	342
2857	1410	341
2858	1411	341
2859	1411	340
2860	1412	340
2861	1412	339
2862	1413	339
2863	1413	338
2864	1430	342
2865	1431	341
2866	1431	341
2867	1432	340
2868	1432	340
2869	1433	339
2870	1433	339
2871	1434	338
2872	1434	338
2873	1435	337
2874	1435	337
2875	1436	336
2876	1436	336
2877	1437	335
2878	1437	335
2879	1437	334
2880	1438	334
2881	1438	333
2882	1439	332
2883	1439	332
2884	1440	331
2885	1440	331
2886	1441	330
2887	1441	330
2888	1442	329
2889	1442	329
2890	1442	328
2891	1443	328
2892	1443	327
2893	1444	327
2894	1444	326
2895	1445	326
2896	1445	325
2897	1446	325
2898	1446	324
2899	1446	324
2900	1447	323
2901	1447	323
2902	1448	322
2903	1448	322
2904	1449	321
2905	1449	321
2906	1450	320
2907	1450	320
2908	1450	319
2909	1451	319
2910	1451	318
2911	1452	318
2912	1452	317
2913	1452	317
2914	1453	316
2915	1454	316
2916	1454	315
2917	1454	315
2918	1455	314
2919	1455	314
2920	1456	313
2921	1456	313
2922	1456	312
2923	1457	312
2924	1458	311
2925	1458	311
2926	1459	310
2927	1459	310
2928	1460	309
2929	1460	309
2930	1461	308
2931	1462	308
2932	1462	307
2933	1463	307
2934	1463	306
2935	1464	306
2936	1464	305
2937	1465	305
2938	1466	304
2939	1466	304
2940	1466	303
2941	1467	303
2942	1467	302
2943	1468	302
2944	1469	301
2945	1469	301
2946	1470	300
2947	1470	300
2948	1471	299
2949	1471	299
2950	1472	298
2951	1472	298
2952	1473	297
2953	1473	297
2954	1474	296
2955	1474	296
2956	1475	295
2957	1475	295
2958	1476	294
2959	1476	294
2960	1477	293
2961	1477	293
2962	1478	292
2963	1478	292
2964	1479	291
2965	1479	291
2966	1479	290
2967	1480	290
2968	1480	289
2969	1481	289
2970	1481	288
2971	1482	288
2972	1482	287
2973	1483	287
2974	1483	286
2975	1484	286
2976	1484	285
2977	1485	285
2978	1485	284
2979	1486	284
2980	1487	283
2981	1487	283
2982	1488	282
2983	1488	282
2984	1489	281
2985	1490	281
2986	1490	280
2987	1491	280
2988	1491	279
2989	1492	279
2990	1492	278
2991	1493	278
2992	1493	277
2993	1493	277
2994	1494	276
2995	1495	276
2996	1495	275
2997	1495	275
2998	1496	274
2999	1496	274
3000	1497	273
3001	1497	273
3002	1498	272
3003	1498	272
3004	1499	271
3005	1499	271
3006	1500	270
3007	1501	270
3008	1501	269
3009	1502	269
3010	1502	268
3011	1502	268
3012	1503	267
3013	1504	267
3014	1504	266
3015	1505	266
3016	1505	266
3017	1506	265
3018	1506	265
3019	1507	264
3020	1507	264
3021	1508	263
3022	1508	263
3023	1509	262
3024	1509	262
3025	1510	261
3026	1510	261
3027	1511	260
3028	1511	260
3029	1512	259
3030	1512	259
3031	1513	258
3032	1513	258
3033	1514	257
3034	1514	257
3035	1515	256
3036	1515	256
3037	1516	255
3038	1516	255
3039	1517	254
3040	1517	254
3041	1518	253
3042	1518	253
3043	1519	252
3044	1519	252
3045	1520	251
3046	1520	251
3047	1521	250
3048	1521	250
3049	1522	249
3050	1522	249
3051	1523	248
3052	1523	248
3053	1524	247
3054	1525	247
3055	1525	246
3056	1526	246
3057	1526	245
3058	1527	245
3059	1527	244
3060	1528	244
3061	1529	243
3062	1529	243
3063	1530	242
3064	1530	242
3065	1531	241
3066	1531	241
3067	1532	240
3068	1533	240
3069	1533	239
3070	1534	239
3071	1534	238
3072	1534	238
3073	1535	237
3074	1535	237
3075	1536	236
3076	1536	236
3077	1537	235
3078	1538	235
3079	1538	234
3080	1538	234
3081	1539	233
3082	1539	233
3083	1540	232
3084	1540	232
3085	1541	231
3086	1541	231
3087	1542	230
3088	1542	230
3089	1543	229
3090	1543	229
3091	1544	228
3092	1544	228
3093	1545	227
3094	1545	227
3095	1545	226
3096	1546	226
3097	1546	225
3098	1547	225
3099	1547	224
3100	1548	224
3101	1548	223
3102	1549	223
3103	1549	222
3104	1550	222
3105	1550	221
3106	1550	221
3107	1551	220
3108	1551	220
3109	1552	219
3110	1552	219
3111	1552	218
3112	1553	218
3113	1553	217
3114	1554	217
3115	1554	216
3116	1555	216
3117	1555	215
3118	1556	215
3119	1556	214
3120	1556	214
3121	1557	213
3122	1557	213
3123	1558	212
3124	1558	212
3125	1559	211
3126	1559	211
3127	1560	210
3128	1561	210
3129	1561	209
3130	1562	209
3131	1562	208
3132	1563	208
3133	1563	207
3134	1563	207
3135	1564	206
3136	1564	205
3137	1565	205
3138	1565	205
3139	1566	204
3140	1566	204
3141	1567	203
3142	1567	203
3143	1568	202
3144	1568	202
3145	1569	201
3146	1569	201
3147	1570	200
3148	1570	200
3149	1571	199
3150	1571	199
3151	1572	198
3152	1572	198
3153	1573	197
3154	1573	197
3155	1574	196
3156	1574	196
3157	1575	195
3158	1575	195
3159	1576	194
3160	1576	194
3161	1577	193
3162	1577	193
3163	1578	192
3164	1578	192
3165	1578	191
3166	1579	191
3167	1579	190
3168	1580	190
3169	1580	189
3170	1581	188
3171	1581	188
3172	1582	188
3173	1582	187
3174	1583	187
3175	1583	186
3176	1584	186
3177	1584	185
3178	1585	184
3179	1585	184
3180	1585	183
3181	1586	183
3182	1586	182
3183	1587	182
3184	1587	181
3185	1588	181
3186	1588	180
3187	1589	180
3188	1589	179
3189	1589	179
3190	1590	178
3191	1590	178
3192	1591	177
3193	1591	177
3194	1592	176
3195	1592	176
3196	1593	175
3197	1593	175
3198	1593	174
3199	1594	174
3200	1594	173
3201	1595	173
3202	1595	172
3203	1595	172
3204	1596	171
3205	1597	171
3206	1597	170
3207	1598	170
3208	1598	169
3209	1599	169
3210	1599	168
3211	1600	168
3212	1601	167
3213	1601	167
3214	1602	166
3215	1602	166
3216	1603	165
3217	1603	165
3218	1603	164
3219	1604	164
3220	1604	163
3221	1605	163
3222	1605	162
3223	1606	162
3224	1606	161
3225	1606	161
3226	1607	160
3227	1608	160
3228	1608	159
3229	1609	159
3230	1609	158
3231	1610	158
3232	1610	157
3233	1611	157
3234	1611	156
3235	1611	156
3236	1612	155
3237	1613	155
3238	1613	154
3239	1614	154
3240	1614	153
3241	1615	153
3242	1615	152
3243	1616	152
3244	1616	151
3245	1617	151
3246	1617	150
3247	1617	150
3248	1618	149
3249	1618	149
3250	1619	148
3251	1619	148
3252	1620	147
3253	1620	147
3254	1621	146
3255	1621	146
3256	1621	145
3257	1622	145
3258	1622	144
3259	1623	144
3260	1623	143
3261	1624	143
3262	1624	142
3263	1625	142
3264	1625	141
3265	1626	141
3266	1626	140
3267	1627	140
3268	1627	139
3269	1628	139
3270	1628	138
3271	1629	138
3272	1629	137
3273	1630	137
3274	1630	136
3275	1631	136
3276	1631	135
3277	1631	135
3278	1632	134
3279	1633	134
3280	1633	133
3281	1633	133
3282	1634	132
3283	1634	132
3284	1635	131
3285	1635	131
3286	1636	130
3287	1637	130
3288	1637	129
3289	1638	129
3290	1638	128
3291	1638	128
3292	1639	127
3293	1639	127
3294	1640	126
3295	1640	126
3296	1641	125
3297	1641	125
3298	1642	124
3299	1642	124
3300	1643	123
3301	1643	123
3302	1643	122
3303	1644	122
3304	1644	121
3305	1645	121
3306	1645	120
3307	1646	120
3308	1646	119
3309	1647	119
3310	1647	118
3311	1648	118
3312	1648	117
3313	1648	117
3314	1649	116
3315	1649	116
3316	1650	115
3317	1650	115
3318	1651	114
3319	1651	114
3320	1651	113
3321	1652	113
3322	1652	112
3323	1653	112
3324	1653	111
3325	1654	111
3326	1654	110
3327	1655	110
3328	1655	109
3329	1656	109
3330	1656	108
3331	1657	108
3332	1657	107
3333	1658	107
3334	1658	106
3335	1659	106
3336	1659	105
3337	1659	105
3338	1660	104
3339	1660	104
3340	1661	103
3341	1661	103
3342	1662	102
3343	1662	102
3344	1663	101
3345	1663	101
3346	1664	100
3347	1664	100
3348	1665	99
3349	1665	99
3350	1666	98
3351	1666	98
3352	1667	97
3353	1667	97
3354	1667	96
3355	1668	96
3356	1669	95
3357	1669	95
3358	1670	94
3359	1670	94
3360	1671	93
3361	1671	93
3362	1672	92
3363	1672	92
3364	1673	91
3365	1673	91
3366	1673	90
3367	1674	90
3368	1675	89
3369	1675	89
3370	1676	88
3371	1676	88
3372	1676	88
3373	1677	87
3374	1677	86
3375	1678	86
3376	1678	86
3377	1679	85
3378	1679	84
3379	1680	84
3380	1680	84
3381	1680	83
3382	1681	82
3383	1681	82
3384	1682	81
3385	1682	81
3386	1683	81
3387	1683	80
3388	1684	80
3389	1684	79
3390	1685	79
3391	1685	78
3392	1686	78
3393	1686	77
3394	1686	77
3395	1687	76
3396	1687	76
3397	1688	75
3398	1688	75
3399	1689	74
3400	1689	74
3401	1690	73
3402	1690	73
3403	1691	72
3404	1691	72
3405	1691	71
3406	1692	71
3407	1693	70
3408	1693	70
3409	1693	69
3410	1694	69
3411	1695	68
3412	1695	68
3413	1695	67
3414	1696	67
3415	1696	66
3416	1697	66
3417	1697	65
3418	1698	65
3419	1698	64
3420	1699	64
3421	1699	63
3422	1700	63
3423	1700	62
3424	1700	62
3425	1701	61
3426	1701	61
3427	1702	60
3428	1702	60
3429	1703	59
3430	1703	59
3431	1704	58
3432	1704	58
3433	1705	57
3434	1705	57
3435	1706	56
3436	1706	56
3437	1707	55
3438	1707	55
3439	1707	54
3440	1708	54
3441	1709	53
3442	1709	53
3443	1710	52
3444	1710	52
3445	1710	51
3446	1711	51
3447	1712	50
3448	1712	50
3449	1713	49
3450	1713	49
3451	1713	48
3452	1714	48
3453	1715	47
3454	1715	47
3455	1716	46
3456	1716	46
3457	1717	45
3458	1717	45
3459	1718	44
3460	1718	44
3461	1719	43
3462	1719	43
3463	1719	42
3464	1720	42
3465	1720	41
3466	1721	41
3467	1721	40
3468	1721	40
3469	1722	39
3470	1722	39
3471	1723	38
3472	1723	38
3473	1724	37
3474	1724	37
3475	1725	36
3476	1725	36
3477	1726	35
3478	1726	35
3479	1727	34
3480	1727	34
3481	1728	33
3482	1728	33
3483	1729	32
3484	1729	32
3485	1730	31
3486	1730	31
3487	1730	30
3488	1731	30
3489	1731	29
3490	1732	29
3491	1732	28
3492	1733	28
3493	1733	27
3494	1734	27
3495	1734	26
3496	1735	26
3497	1735	25
3498	1735	25
3499	1736	24
3500	1736	24
3501	1737	23
3502	1737	23
3503	1738	22
3504	1738	22
3505	1739	21
3506	1739	21
3507	1740	20
3508	1740	20
3509	1741	19
3510	1741	19
3511	1742	18
3512	1742	18
3513	1743	17
3514	1743	17
3515	1744	16
3516	1744	16
3517	1745	15
3518	1745	15
3519	1746	14
3520	1746	14
3521	1746	13
3522	1747	13
3523	1747	12
3524	1747	12
3525	1748	11
3526	1748	11
3527	1749	10
3528	1749	10
3529	1750	9
3530	1750	9
3531	1751	8
3532	1751	8
3533	1752	7
3534	1752	7
3535	1753	6
3536	1753	6
3537	1753	5
3538	1754	5
3539	1755	4
3540	1755	4
3541	1756	3
3542	1756	3
3543	1756	2
3544	1757	2
3545	1757	1
3546	1758	1
3547	1758	0
3548	1759	0
3549	1759	0
